@RELATION subject

@ATTRIBUTE lemma	string
@ATTRIBUTE pos 	string
@ATTRIBUTE sentencelength 	numeric
@ATTRIBUTE startposition 	numeric
@ATTRIBUTE endposition 	numeric
@ATTRIBUTE postlemma 	string
@ATTRIBUTE postpos 	string
@ATTRIBUTE class 	{subject,object}

@DATA
'꿀풀목','NNG',83,31,39,'에','JKB',object
'작','VA',83,54,56,'은','ETM',subject
'식충식물속','NNG+NNG+NNG',83,61,76,'이','VCP',object
'이헌법','MM+NNG',59,0,9,'에','JKB',object
'총재정부','NNG+NNG',59,27,39,'가','JKS',subject
'왈라비()','NNP+SS+SS',60,0,10,'는','JX',subject
'캥거루','NNG',60,15,23,'과','JKB',object
'30여개종','SN+XSN+NNB+NNG',60,31,43,'의','JKG',object
'하나','NR',60,48,53,'이','VCP',object
'함양학사루느티나무','NNG+NNG+NNG+NNG',84,0,28,'는','JX',subject
'경상남도함양군','NNP+NNP+NNG',84,33,54,'에','JKB',object
'느티나무','NNG+NNG',84,66,77,'이','VCP',object
'매기그레이스(MaggieGrace,1983년9월21일~)','NNG+NNP+SS+SL+SL+SP+SN+NNB+SN+NNB+SN+NNB+SO+SS',82,0,55,'는','JX',subject
'미국','NNP',82,60,65,'의','JKG',object
'배우','NNG',82,70,75,'이','VCP',object
'앨런그린스펀','NNP+NNP',97,0,18,'은','JX',subject
'2002년영국명예KBE훈장(외국인대상명예훈장)','SN+NNB+NNP+NNG+SL+NNG+SS+NNG+XSN+NNG+NNG+NNG+SS',97,23,83,'을','JKO',object
'장신대학교(長神大學校)','NNG+NNG+SS+SH+SS',100,0,31,'는','JX',subject
'대한예수교장로회(통합)','NNG+NNP+NNG+NNG+XSN+SS+NNG+SS',100,36,67,'의','JKG',object
'신학대학교','NNG+XPN+NNG',100,72,86,'를','JKO',object
'붉','VA',139,0,2,'은','ETM',subject
'발얼가니새(Red-footedBooby,학명:','NNG+SS+SL+SS+SL+SL+SP+NNG+SP',139,6,47,'\\','SW',object
'"Sulasula','SS+SL+SL',139,49,58,'\\','SW',object
'")','SS+SS',139,60,61,'는','JX',subject
'가다랭이잡이','NNG',139,66,83,'과','JC',object
'얼가니새속','NNG+NNG',139,88,102,'에','JKB',object
'대형바다새','NNG+XSN+NNG+NNG',139,117,132,'이','VCP',object
'신교항(新橋港)','NNP+SS+SH+SS',89,0,19,'은','JX',subject
'창호리','NNP+NNG',89,57,65,'에','JKB',object
'어항','NNG',89,77,82,'이','VCP',object
'거울속','NNG+NNG',122,0,9,'의','JKG',object
'몽환성(犬夜叉鏡の中の夢幻城)','NNP+SS+SH+SH+SL+SH+SL+SH+SS',122,14,55,'은','JX',subject
'이누야샤','NNP',122,60,71,'의','JKG',object
'극장판시리즈','NNG+NNG+NNG',122,76,94,'의','JKG',object
'두번째작품','MM+NNB+XSN+NNG',122,99,115,'이','VCP',object
'단독강화','NNG+NNG',52,0,11,'는','JX',subject
'1959년신태양','SN+NNB+NNP',52,16,32,'에','JKB',object
'에르메스(Herm','NNG+SS+SL',102,0,16,'è','SW',object
'sInternational)','SL+SL+SS',102,19,34,'는','JX',subject
'프랑스','NNP',102,57,65,'의','JKG',object
'호화상품제조회사','NNG+NNG+NNG+NNG',102,70,95,'이','VCP',object
'온소진(溫昭珍,1986년10월2일~)','NNP+SS+SH+SP+SN+NNB+SN+NNB+SN+NNB+SO+SS',82,0,42,'은','JX',subject
'대한민국','NNP',82,47,58,'의','JKG',object
'바둑기사','NNG+NNG',82,63,75,'이','VCP',object
'모스버거(MOSBURGER)','NNP+SS+SL+SL+SS',63,0,23,'는','JX',subject
'일본','NNP',63,28,33,'의','JKG',object
'햄버거체인점','NNG+NNG+XSN',63,38,56,'이','VCP',object
'아이스박스(Icebox)','NNG+NNG+SS+SL+SS',83,0,22,'는','JX',subject
'식품등','NNG+NNB',83,27,36,'을','JKO',object
'차갑','VA',83,41,46,'게','EC',object
'용기','NNG',83,71,76,'이','VCP',object
'라지라마야(RajRamayya)','NNP+NNP+SS+SL+SL+SS',105,0,28,'는','JX',subject
'세션보컬','NNG+NNG',105,33,45,'이','VCP',object
'작곡가','NNG',105,53,61,'로','JKB',object
'뷰티풀루저듀오','NNG+NNP+NNP',105,66,88,'의','JKG',object
'일원','NNG',105,93,98,'이','VCP',object
'오산시(烏山市)','NNP+NNG+SS+SH+SS',73,0,19,'는','JX',subject
'대한민국경기도남부','NNP+NNP+NNG',73,24,52,'에','JKB',object
'시','NNG',73,64,66,'이','VCP',object
'바흐람3세(,','NNG+SN+NNB+SS+SP',78,0,16,'?','SF',object
'-293년)','SS+SN+NNB+SS',78,19,27,'는','JX',subject
'사산왕조페르시아제국','NNG+NNG+NNP+NNG',78,32,64,'의','JKG',object
'샤','NNG',78,69,71,'이','VCP',object
'제장마을','NNG+NNG',126,0,11,'은','JX',subject
'원래평창군동면지역','NNG+NNP+NNG+NNG+NNG',126,16,45,'에','JKB',object
'곳','NNG',126,60,62,'으로','JKB',object
',고종32년(1895년)','SP+NNP+SN+NNB+SS+SN+NNB+SS',126,69,90,'에','JKB',object
'정선군','NNP+NNG',126,95,103,'으로','JKB',object
'유용성(柳鏞成,1974년10월25일~)','NNG+XSN+SS+SH+SP+SN+NNB+SN+NNB+SN+NNB+SO+SS',94,0,41,'은','JX',subject
'대한민국','NNP',94,46,57,'의','JKG',object
'남자배드민턴선수','NNG+NNG+NNG',94,62,87,'이','VCP',object
'팔극권(八極拳,BajiQuan)','NNG+XSN+SS+SH+SP+SL+SL+SS',97,0,30,'은','JX',subject
'중국하북성','NNP+NNG',97,35,50,'에서','JKB',object
'북파무술','NNG+NNG',97,68,80,'의','JKG',object
'일종','NNG',97,85,90,'이','VCP',object
'TheLegend-SpecialAlbum','SL+SL+SS+SL+SL',130,0,25,'은','JX',subject
'1992년라이브앨범발매이후','SN+NNB+NNG+NNG+NNG+NNG',130,30,67,'로','JKB',object
'처음','NNG',130,72,77,'으로','JKB',object
'신승훈','NNP',130,85,93,'이','JKS',subject
'비정규앨범','XPN+NNG+NNG',130,108,123,'이','VCP',object
'세계경영대학원','NNG+NNG+NNG',114,0,20,'의','JKG',object
'종합순위','NNG+NNG',114,25,36,'는','JX',subject
'영국파이낸셜타임즈(FinancialTimes)','NNP+NNG+NNP+SS+SL+SL+SS',114,41,87,'에서','JKB',object
'이책','MM+NNG',76,0,6,'은','JX',subject
'청나라','NNG+NNG',76,11,19,'의','JKG',object
'장학성','NNP',76,24,32,'에','JKB',object
'그가치','MM+NNG',76,44,53,'가','JKS',subject
'팰콘4.0얼라이드포스','NNG+SN+SP+SN+NNG+NNG',121,0,29,'는','JX',subject
'기본적','NNG+XSN',121,34,42,'으로','JKB',object
'한반도','NNP',121,50,58,'와','JC',object
'발칸반도','NNG+NNG',121,63,74,'를','JKO',object
'배경전장(theater)','NNG+NNG+SS+SL+SS',121,79,100,'으로','JKB',object
'오가','NNG',68,0,5,'와','JC',object
'사키','NNP',68,10,15,'는','JX',subject
'하로프로','NNG+NNG',68,20,31,'에그','JKB',object
'전멤버','MM+NNG',68,42,51,'이','VCP',object
'윤동기(1974년12월2일~)','NNP+SS+SN+NNB+SN+NNB+SN+NNB+SO+SS',64,0,31,'는','JX',subject
'대한민국','NNP',64,36,47,'의','JKG',object
'성우','NNG',64,52,57,'이','VCP',object
'건국동맹','NNG+NNG',84,0,11,'은','JX',subject
'일제말기국내','NNG+NNB+NNG',84,16,34,'에서','JKB',object
'거의유일하','MAG+NNG+XSA',84,42,54,'ㄴ','ETM',object
'독립운동단체','NNG+NNG+NNG',84,59,77,'이','VCP',object
'카세레스()','NNP+SS+SS',89,0,13,'는','JX',subject
'스페인에스트레마두라지방카세레스주의주도','NNP+NNG+NNG+NNP+NNG+NNG',89,18,82,'이','VCP',object
'알바공','NNP+NNG',58,0,9,'은','JX',subject
'암스테르담','NNP',58,14,28,'에','JKB',object
'본진','NNG',58,33,38,'을','JKO',object
'에픽하이','NNG',74,0,11,'는','JX',subject
'2003년','SN+NNB',74,16,22,'부터','JX',object
'총7개','MM+SN+NNB',74,30,37,'의','JKG',object
'정규음반','NNG+NNG',74,42,54,'을','JKO',object
'모리시','NNP+VA',114,0,8,'게','EC',object
'히사야','NNP',114,13,21,'는','JX',subject
'1945년종전','SN+NNB+NNG',114,26,39,'으로','JKB',object
'때소련군','NNG+NNG+NNG',114,51,63,'에','JKB',object
'1946년','SN+NNB',114,91,97,'에','JKB',object
'길버트','NNG',71,0,8,'는','JX',subject
'잉글랜드','NNG',71,13,24,'로','JKB',object
'도중','NNG',71,42,47,'에','JKB',object
'숨','NNG',71,52,54,'을','JKO',object
'모랑','NNG',89,0,5,'은','JX',subject
'법흥왕','NNP',89,10,18,'과','JC',object
'그후궁','MM+NNG',89,23,32,'이','VCP',object
'보과공주(宝果公主)부여씨','NNG+NNG+SS+SH+SS+NNG+XSN',89,37,72,'의','JKG',object
'아들','NNG',89,77,82,'이','VCP',object
'마야','NNP',43,0,5,'의','JKG',object
'달력','NNG',43,10,15,'은','JX',subject
'크','VA',43,20,22,'게','EC',object
'세종류','MM+NNG',43,27,36,'이','VCP',object
'힙셀로사우르스','NNP',79,0,20,'의','JKG',object
'알','NNG',79,25,27,'은','JX',subject
'오늘날타조','NNG+NNG+NNG',79,32,47,'의','JKG',object
'것','NNB',79,52,54,'보다','JKB',object
'2배가량크','SN+NNG+NNG+VA',79,62,75,'다','EF',object
'리한나','NNP',160,0,8,'의','JKG',object
'어머니','NNG',160,13,21,'는','JX',subject
'아프리카계가이아나인','NNP+XSN+NNG',160,26,56,'으로','JKB',object
'가이아나출신이','NNG+NNG',160,64,85,'이','VCP',object
',아버지','SP+NNG',160,92,102,'는','JX',subject
'바베이도스','NNP',160,107,121,'와','JC',object
'아일랜드인','NNP',160,126,140,'의','JKG',object
'혼혈인','NNG',160,145,153,'이','VCP',object
'어메이산시','NNG+NNG+NNG',91,0,15,'의','JKG',object
'연평균기온','NNG+NNG+NNG',91,20,35,'은','JX',subject
'17.2','SN+SP+SN',91,40,43,'℃','SW',object
'연평균강수량','NNG+NNG+NNG+NNG',91,54,72,'은','JX',subject
'1555.3mm','SN+SP+SN+SL',91,77,84,'이','VCP',object
'다음','NNG',105,0,5,'하','XSV',object
'1613년미하일로마노프','SN+NNB+NNP+NNP',105,10,39,'가','JKS',subject
'차르','NNG',105,44,49,'에','JKB',object
'로마노프왕조','NNP+NNG',105,67,85,'가','JKS',subject
'GS마트()','SL+NNG+SS+SS',114,0,9,'는','JX',subject
'GS리테일','SL+NNG',114,14,24,'이','JKS',subject
'1996년11월15일','SN+NNB+SN+NNB+SN+NNB',114,29,47,'부터','JX',object
'2010년5월31일','SN+NNB+SN+NNB+SN+NNB',114,55,72,'까지','JX',object
'대형할인점','NNG+NNG+XSN',114,93,107,'이','VCP',object
'2번하','SN+NNB+XSA',58,0,3,'ㅁ','ETN',object
'2017년인도해군','SN+NNB+NNP+NNG',58,11,31,'에','JKB',object
'예정','NNG',58,46,51,'이','VCP',object
'극단미추(美醜)','NNG+NNG+SS+SH+SS',102,0,20,'는','JX',subject
'연극배우들','NNG+NNG+XSN',102,25,40,'이','JKS',subject
'중심','NNG',102,45,50,'이','JKC',subject
'1986년','SN+NNB',102,62,68,'에','JKB',object
'연극극단','NNG+NNG',102,83,95,'이','VCP',object
'부산','NNP',78,0,5,'의','JKG',object
'서면일대','NNG+NNG',78,10,22,'는','JX',subject
'삼한시대가락국','NNG+NNG+NNG+XSN',78,27,48,'에','JKB',object
'지역','NNG',78,63,68,'이','VCP',object
'페르시아어위키백과()','NNG+XSN+NNP+SS+SS',82,0,29,'는','JX',subject
'아랍문자','NNP+NNG',82,34,46,'를','JKO',object
'위키백과','NNP',82,64,75,'이','VCP',object
'이후,1985년,밴드','NNG+SP+SN+NNB+SP+NNG',59,0,22,'는','JX',subject
'런던','NNP',59,27,32,'으로','JKB',object
'거점','NNG',59,40,45,'을','JKO',object
'《토','SS+NNG',104,0,5,'이','JKS',subject
'스토리》()','NNG+SS+SS+SS',104,10,23,'는','JX',subject
'미국디즈니사','NNP+NNP',104,46,64,'의','JKG',object
'애니메이션영화작품','NNG+NNG+NNG',104,69,97,'이','VCP',object
'《독통감론》(讀通鑑論)','SS+NNG+XSN+SS+SS+SH+SS',104,0,31,'은','JX',subject
'명말청초(淸初)','NNG+NNG+SS+SH+SS',104,36,56,'의','JKG',object
'학자왕부지(王夫之)','NNG+NNG+SS+SH+SS',104,61,87,'의','JKG',object
'저서','NNG',104,92,97,'이','VCP',object
'잉글랜드','NNG',91,0,11,'의','JKG',object
'역사','NNG',91,16,21,'는','JX',subject
'영국','NNP',91,26,31,'의','JKG',object
'홈네이션중하나','NNG+NNB+NR',91,36,58,'이','VCP',object
'잉글랜드','NNG',91,63,74,'의','JKG',object
'역사','NNG',91,79,84,'이','VCP',object
'존르카레','NNP+NNP+NNP',102,0,13,'는','JX',subject
'40여년','SN+XSN+NNB',102,18,27,'넘','VV',object
'영국콘월(Cornwall)','NNP+NNG+SS+SL+SS',102,35,57,'의','JKG',object
'베리언(Buryan)','NNP+SS+SL+SS',102,62,78,'에','JKB',object
'대한민국지방법원','NNP+NNG+NNG',47,0,24,'은','JX',subject
'모두18개','MAG+SN+NNB',47,29,40,'이','VCP',object
'명량해전','NNG+NNG',89,0,12,'은','JX',subject
'이순신장군','NNP+NNG',89,17,32,'이','JKS',subject
'1597년','SN+NNB',89,37,43,'에','JKB',object
'명량해협','NNG+NNG',89,48,59,'에서','JKB',object
'해전','NNG',89,77,82,'이','VCP',object
'사우디아라비아','NNP+NNP',58,0,21,'는','JX',subject
'메카','NNG',58,26,31,'가','JKS',subject
'국가','NNG',58,46,51,'이','VCP',object
'시','NNG',42,0,2,'는','JX',subject
'대한민국','NNP',42,7,18,'의','JKG',object
'행정구역','NNG+NNG',42,23,35,'이','VCP',object
'국방부','NNG',68,0,8,'는','JX',subject
'대한민국병무청','NNP+NNG+XSN',68,13,34,'이','JKS',subject
'상위기관','NNG+NNG',68,49,61,'이','VCP',object
'병무청','NNG+XSN',58,0,8,'은','JX',subject
'대한민국국방부산하','NNP+NNG+NNG',58,13,41,'의','JKG',object
'기관','NNG',58,46,51,'이','VCP',object
'대한민국','NNP',53,0,11,'은','JX',subject
'6자회담','SN+NNB+NNG',53,16,26,'에','JKB',object
'국가','NNG',53,41,46,'이','VCP',object
'터키','NNP',46,0,5,'는','JX',subject
'유럽연합회원국','NNP+NNG+NNG+XSN',46,10,32,'이','JKC',subject
'아니','VCN',46,37,42,'다','EF',object
'터키','NNP',46,0,5,'는','JX',subject
'유럽연합가입후보국','NNP+NNG+NNG+NNG+XSN',46,10,39,'이','VCP',object
'노동조합','NNG+NNG',78,0,11,'은','JX',subject
'노동자','NNG+XSN',78,16,24,'의','JKG',object
'이익향상','NNG+NNG',78,29,41,'을','JKO',object
'목적','NNG',78,46,51,'으로','JKB',object
'단체','NNG',78,66,71,'이','VCP',object
'황산벌','NNG+NNG',83,0,8,'은','JX',subject
'백제','NNP',83,13,18,'의','JKG',object
'계백장군','NNG+NNG',83,23,35,'이','JKS',subject
'660년','SN+NNB',83,40,45,'에','JKB',object
'장소','NNG',83,71,76,'이','VCP',object
'LG트윈스','SL+NNP',75,0,11,'는','JX',subject
'서울특별시','NNP+NNG+NNG',75,16,30,'를','JKO',object
'연고','NNG',75,35,40,'로','JKB',object
'프로야구팀','NNG+NNG+NNG',75,52,68,'이','VCP',object
'서울특별시','NNP+NNG+NNG',45,0,14,'의','JKG',object
'넓이','NNG',45,19,24,'는','JX',subject
'605.27km','SN+SP+SN+SL',45,29,36,'²','SW',object
'녹색정치','NNG+NNG',103,0,12,'는','JX',subject
'생태주의','NNG+NNG',103,17,28,'와','JC',object
'풀뿌리민주주의','NNG+NNG+NNG+NNG',103,33,54,'를','JKO',object
'정치적이데올로기','NNG+XSN+NNG',103,72,96,'이','VCP',object
'제1대넬슨자작허레이쇼넬슨','XPN+SN+NNB+NNP+NNG+NNG+NNP',88,0,40,'은','JX',subject
'선박','NNG',88,45,50,'을','JKO',object
'때','NNG',88,59,61,'마다','JX',object
'멀미','NNG',88,69,74,'를','JKO',object
'야구','NNG',68,0,5,'는','JX',subject
'놀런라이언','MM+NNP',68,10,25,'이','JKS',subject
'선수','NNG',68,30,35,'로','JKB',object
'스포츠','NNG',68,53,61,'이','VCP',object
'5','SN',66,0,0,'·','SW',object
'18광주민주화운동','SN+NNP+NNG+XSN+NNG',66,3,28,'이','JKS',subject
'년도','NNG',66,43,48,'는','JX',subject
'1980년','SN+NNB',66,53,59,'이','VCP',object
'삼풍백화점붕괴사고','NNP+NNG+XSN+NNG+NNG',66,0,28,'가','JKS',subject
'년도','NNG',66,43,48,'는','JX',subject
'1995년','SN+NNB',66,53,59,'이','VCP',object
'미국','NNP',69,0,5,'이','JKS',subject
'1994년_FIFA_월드컵','SN+NNB+XSN+SL+NNG',69,10,31,'을','JKO',object
'년도','NNG',69,46,51,'는','JX',subject
'1994년','SN+NNB',69,56,62,'이','VCP',object
'미국','NNP',58,0,5,'은','JX',subject
'1994년_FIFA_월드컵','SN+NNB+XSN+SL+NNG',58,10,31,'을','JKO',object
'국가','NNG',58,46,51,'이','VCP',object
'베이징','NNP',63,0,8,'은','JX',subject
'2008년하계올림픽','SN+NNB+NNG+NNG',63,13,36,'이','JKS',subject
'도시','NNG',63,51,56,'이','VCP',object
'대한민국','NNP',93,0,11,'과','JC',object
'일본','NNP',93,16,21,'은','JX',subject
'제17회FIFA월드컵','XPN+SN+NNB+SL+NNP',93,26,48,'을','JKO',object
'2개','SN+NNB',93,70,73,'의','JKG',object
'국가들','NNG+XSN',93,78,86,'이','VCP',object
'국립중앙박물관','NNG+NNG+NNG',82,0,20,'은','JX',subject
'대한민국문화체육관광부산하','NNP+NNG+NNG+XSN+NNG+NNG',82,25,65,'의','JKG',object
'기관','NNG',82,70,75,'이','VCP',object
'식량농업기구','NNG+NNG+NNG',70,0,19,'는','JX',subject
'국제연합','NNG+NNG',70,24,36,'에','JKB',object
'국제기구','NNG+NNG',70,51,63,'이','VCP',object
'녹읍','NNG',111,0,5,'은','JX',subject
'신라때','NNP+NNG',111,10,19,'부터','JX',object
'고려초기','NNP+NNG',111,27,39,'까지','JX',object
'국가','NNG',111,47,52,'가','JKS',subject
'관료','NNG',111,57,62,'에게','JKB',object
'임금','NNG',111,70,75,'으로서','JKB',object
'수조권','NNG+XSN',111,96,104,'이','VCP',object
'튤립','NNG',41,0,5,'은','JX',subject
'네덜란드','NNP',41,10,21,'의','JKG',object
'나라꽃','NNG+NNG',41,26,34,'이','VCP',object
'네덜란드','NNP',51,0,11,'는','JX',subject
'튤립','NNG',51,16,21,'이','JKS',subject
'나라꽃','NNG+NNG',51,26,34,'이','VCP',object
'국가','NNG',51,39,44,'이','VCP',object
'시파','NNG',52,0,5,'는','JX',subject
'조선장조','NNP+NNG',52,10,22,'의','JKG',object
'죽음','NNG',52,27,32,'을','JKO',object
'규합총서','NNG+NNG',75,0,11,'는','JX',subject
'조선시대','NNP+NNG',75,16,28,'의','JKG',object
'여성생활','NNG+NNG',75,33,45,'에','JKB',object
'백과사전','NNG+NNG',75,57,68,'이','VCP',object
'이명박','NNP',79,0,8,'은','JX',subject
'4대강정비사업','SN+NNG+NNG+NNG',79,13,33,'을','JKO',object
'대한민국','NNP',79,48,59,'의','JKG',object
'대통령','NNG',79,64,72,'이','VCP',object
'기축통화','NNG+NNG',83,0,12,'는','JX',subject
'국가간결제','NNG+NNB+NNG',83,17,33,'나','JC',object
'금융거래','NNG+NNG',83,38,50,'에서','JKB',object
'통화','NNG',83,71,76,'이','VCP',object
'6','SN',71,0,0,'·','SW',object
'10만세운동','SN+NNG+NNG',71,3,17,'의','JKG',object
'격문내용','NNG+NNG',71,22,34,'은','JX',subject
'일본제국주의타도','NNP+NNG+NNG+NNG',71,39,64,'이','VCP',object
'상법제153조','NNG+XPN+SN+NR',105,0,15,'는','JX',subject
'귀중품','NNG+XSN',105,20,28,'의','JKG',object
'분실','NNG',105,33,38,'에','JKB',object
'책임','NNG',105,50,55,'을','JKO',object
'대한민국','NNP',105,80,91,'의','JKG',object
'법','NNG',105,96,98,'이','VCP',object
'개발제한구역','NNG+NNG+NNG',52,0,17,'에','JKB',object
'학교','NNG',52,22,27,'를','JKO',object
'수','NNB',52,42,45,'있','VV',object
'그린메일','NNG',97,0,11,'은','JX',subject
'대주주','XPN+NNG',97,16,24,'에게','JKB',object
'주식','NNG',97,32,37,'을','JKO',object
'회사사냥꾼','NNG+NNG+XSN',97,59,73,'이','JKS',subject
'편지','NNG',97,85,90,'이','VCP',object
'다국적기업','XPN+NNG+NNG',99,0,15,'은','JX',subject
'여러국가','MM+NNG',99,20,32,'에','JKB',object
'거점','NNG',99,37,42,'을','JKO',object
'세계적','NNG+XSN',99,54,62,'으로','JKB',object
'영업','NNG',99,70,75,'을','JKO',object
'회사','NNG',99,87,92,'이','VCP',object
'마닐라','NNG',38,0,8,'는','JX',subject
'필리핀','NNP',38,13,21,'의','JKG',object
'수도','NNG',38,26,31,'이','VCP',object
'필리핀','NNP',48,0,8,'은','JX',subject
'마닐라','NNG',48,13,21,'가','JKS',subject
'수도','NNG',48,26,31,'이','VCP',object
'국가','NNG',48,36,41,'이','VCP',object
'골리앗','NNG',51,0,8,'은','JX',subject
'필리시테인','NNG+NNG',51,13,27,'의','JKG',object
'거인병사','NNG+NNG',51,32,44,'이','VCP',object
'골리앗','NNG',50,0,8,'은','JX',subject
'키','NNG',50,13,15,'가','JKS',subject
'약2.9미터','MM+SN+SP+SN+NNG',50,20,33,'이','VCP',object
'사람','NNG',50,38,43,'이','VCP',object
'마법사','NNG+XSN',59,0,8,'의','JKG',object
'돌','NNG',59,13,15,'은','JX',subject
'소설해리포터','NNG+NNP+NNG',59,20,39,'의','JKG',object
'부제목','XPN+NNG',59,44,52,'이','VCP',object
'경주','NNP',67,0,5,'는','JX',subject
'대한민국','NNP',67,10,21,'의','JKG',object
'국립공원','NNG+NNG',67,26,37,'으로','JKB',object
'장소','NNG',67,55,60,'이','VCP',object
'서인','NNG',72,0,5,'은','JX',subject
'심의겸','NNP',72,10,18,'이','JKS',subject
'초대당수','NNG+NNG',72,23,35,'이','VCP',object
'조선후기','NNP+NNG',72,43,55,'의','JKG',object
'붕당','NNG',72,60,65,'이','VCP',object
'서운관','NNG+XSN',91,0,8,'은','JX',subject
'천문학','NNG+XSN',91,13,21,'과','JC',object
'지리학','NNG+XSN',91,26,34,'을','JKO',object
'고려','NNG',91,52,57,'와','JC',object
'조선시대','NNP+NNG',91,62,74,'의','JKG',object
'관청','NNG',91,79,84,'이','VCP',object
'고구려','NNP',51,0,8,'는','JX',subject
'동명성왕','NNP+NNG',51,13,24,'이','JKS',subject
'조상','NNG',51,29,34,'이','VCP',object
'국가','NNG',51,39,44,'이','VCP',object
'손병희','NNP',63,0,8,'는','JX',subject
'한국','NNP',63,13,18,'의','JKG',object
'종교','NNG',63,23,28,'이','VCP',object
'동학','NNG',63,33,38,'의','JKG',object
'제3대교주','XPN+SN+NNB+NNG',63,43,56,'이','VCP',object
'능선','NNG',107,0,5,'은','JX',subject
'산꼭대기','NNG',107,10,21,'가','JKS',subject
'일정하','NNG+XSA',107,26,31,'ㄴ','ETM',object
'거리','NNG',107,36,41,'를','JKO',object
'연속적','NNG+XSN',107,66,74,'으로','JKB',object
'지형','NNG',107,95,100,'이','VCP',object
'성재기','NNG',51,0,8,'는','JX',subject
'남성연대','NNG+NNG',51,13,24,'를','JKO',object
'사람','NNG',51,39,44,'이','VCP',object
'아메데오아보가드','NNP+NNG',114,0,24,'로','JKB',object
'1811년','SN+NNB',114,32,38,'에','JKB',object
'분자','NNG',114,43,48,'의','JKG',object
'개념','NNG',114,53,58,'을','JKO',object
'처음','NNG',114,63,68,'으로','JKB',object
'이탈리아','NNP',114,83,94,'의','JKG',object
'과학자','NNG+XSN',114,99,107,'이','VCP',object
'스티브잡스','NNG+NNG',62,0,15,'는','JX',subject
'리드대학교','NNG+XPN+NNG',62,20,35,'를','JKO',object
'사람','NNG',62,50,55,'이','VCP',object
'과하마','NNG+XSN',38,0,8,'는','JX',subject
'동예','NNG',38,13,18,'의','JKG',object
'특산물','NNG+XSN',38,23,31,'이','VCP',object
'레임덕','NNP',92,0,8,'은','JX',subject
'대통령','NNG',92,13,21,'의','JKG',object
'임기만료','NNG+NNG',92,26,38,'를','JKO',object
'권력누수현상','NNG+NNG+NNG',92,66,85,'이','VCP',object
'머리겔','NNG+NNG',89,0,9,'만','JX',object
'1969년','SN+NNB',89,17,23,'에','JKB',object
'노벨물리학상','NNP+NNG+XSN+XSN',89,28,46,'을','JKO',object
'미국','NNP',89,61,66,'의','JKG',object
'물리학자','NNG+NNG',89,71,82,'이','VCP',object
'문익점','NNP',85,0,8,'은','JX',subject
'한국','NNP',85,13,18,'에','JKB',object
'목화씨','NNG+NNG',85,23,31,'를','JKO',object
'처음','NNG',85,36,41,'으로','JKB',object
'고려말','NNP+NNG',85,59,68,'의','JKG',object
'학자','NNG',85,73,78,'이','VCP',object
'이토히로부미','NNP+NNP',110,0,18,'는','JX',subject
'1909년','SN+NNB',110,23,29,'에','JKB',object
'하얼빈역','NNP+NNG',110,34,46,'에서','JKB',object
'안중근의사','NNP+NNG',110,54,69,'의','JKG',object
'총','NNG',110,74,76,'에','JKB',object
'사람','NNG',110,98,103,'이','VCP',object
'루트비히판베토벤','NNP+NNP+NNP',107,0,25,'은','JX',subject
'1770년','SN+NNB',107,30,36,'에','JKB',object
'후','NNG',107,51,53,'에','JKB',object
'점차청각','MAG+NNG',107,58,70,'을','JKO',object
'독일','NNP',107,82,87,'의','JKG',object
'작곡가','NNG',107,92,100,'이','VCP',object
'버락오바마','NNG+NNP',73,0,15,'는','JX',subject
'2009년','SN+NNB',73,20,26,'에','JKB',object
'노벨평화상','NNP+NNG+NNG',73,31,46,'을','JKO',object
'사람','NNG',73,61,66,'이','VCP',object
'님비현상','NNG+NNG',93,0,11,'과','JC',object
'핌피현상','NNG+NNG',93,16,27,'은','JX',subject
'지역이기주의','NNG+NNG+NNG',93,32,49,'를','JKO',object
'두가지현상들','MM+NNB+NNG+XSN',93,67,86,'이','VCP',object
'당태종','NNG+NNG',100,0,9,'은','JX',subject
'그','NP',100,14,16,'가','JKS',subject
'시대','NNG',100,31,36,'를','JKO',object
'정관','NNG',100,41,46,'의','JKG',object
'중국','NNP',100,78,83,'의','JKG',object
'황제','NNG',100,88,93,'이','VCP',object
'담징','NNG',56,0,5,'은','JX',subject
'호류지금당벽화','NNG+NNG+NNG',56,10,32,'를','JKO',object
'사람','NNG',56,44,49,'이','VCP',object
'대니얼카너먼','NNG+NNP',123,0,18,'은','JX',subject
'행동경제학','NNG+NNG',123,23,37,'을','JKO',object
'노벨경제학상','NNP+NNG+XSN+XSN',123,55,73,'을','JKO',object
'심리학자겸경제학자','NNG+XSN+NNB+NNG+XSN',123,88,116,'이','VCP',object
'뉘르부르크링','NNP',102,0,17,'은','JX',subject
'독일','NNP',102,22,27,'의','JKG',object
'뉘르부르크','NNP',102,32,46,'에','JKB',object
'장거리모터스포츠경주로','XPN+NNG+NNG+NNG+NNG',102,61,95,'이','VCP',object
'노무현대통령','NNP+NNG',56,0,18,'이','JKS',subject
'년도','NNG',56,33,38,'는','JX',subject
'2009년','SN+NNB',56,43,49,'이','VCP',object
'국무회의','NNG+XSN+NNG',81,0,11,'는','JX',subject
'정부','NNG',81,16,21,'의','JKG',object
'정책','NNG',81,26,31,'을','JKO',object
'합의제기관','NNG+XSN+NNG',81,59,74,'이','VCP',object
'대류권','NNG+XSN',94,0,8,'은','JX',subject
