@RELATION subject

@ATTRIBUTE lemma	string
@ATTRIBUTE pos 	string
@ATTRIBUTE sentencelength 	numeric
@ATTRIBUTE startposition 	numeric
@ATTRIBUTE endposition 	numeric
@ATTRIBUTE postlemma 	string
@ATTRIBUTE postpos 	string
@ATTRIBUTE class 	{subject,object}

@DATA
'가다랭이잡이과얼가니새속','NNG+JC+NNG+NNG',139,66,102,'에','JKB',object
'대형바다새','NNG+XSN+NNG+NNG',139,117,132,'이','VCP',object
'신교항(新橋港)','NNP+SS+SH+SS',89,0,19,'은','JX',subject
'창호리','NNP+NNG',89,57,65,'에','JKB',object
'어항','NNG',89,77,82,'이','VCP',object
'거울속의몽환성(犬夜叉鏡の中の夢幻城)','NNG+NNG+JKG+NNP+SS+SH+SH+SL+SH+SL+SH+SS',122,0,55,'은','JX',subject
'이누야샤의극장판시리즈의두번째작품','NNP+JKG+NNG+NNG+NNG+JKG+MM+NNB+XSN+NNG',122,60,115,'이','VCP',subject
'단독강화','NNG+NNG',52,0,11,'는','JX',subject
'1959년신태양','SN+NNB+NNP',52,16,32,'에','JKB',object
'에르메스(HermèsInternational)','NNG+SS+SL+SW+SL+SL+SS',102,0,34,'는','JX',subject
'프랑스의호화상품제조회사','NNP+JKG+NNG+NNG+NNG+NNG',102,57,95,'이','VCP',subject
'온소진(溫昭珍,1986년10월2일~)','NNP+SS+SH+SP+SN+NNB+SN+NNB+SN+NNB+SO+SS',82,0,42,'은','JX',subject
'대한민국의바둑기사','NNP+JKG+NNG+NNG',82,47,75,'이','VCP',subject
'모스버거(MOSBURGER)','NNP+SS+SL+SL+SS',63,0,23,'는','JX',subject
'일본의햄버거체인점','NNP+JKG+NNG+NNG+XSN',63,28,56,'이','VCP',subject
'아이스박스(Icebox)','NNG+NNG+SS+SL+SS',83,0,22,'는','JX',subject
'식품등','NNG+NNB',83,27,36,'을','JKO',object
'용기','NNG',83,71,76,'이','VCP',object
'라지라마야(RajRamayya)','NNP+NNP+SS+SL+SL+SS',105,0,28,'는','JX',subject
'세션보컬','NNG+NNG',105,33,45,'이','VCP',subject
'작곡가','NNG',105,53,61,'로','JKB',object
'뷰티풀루저듀오의일원','NNG+NNP+NNP+JKG+NNG',105,66,98,'이','VCP',object
'오산시(烏山市)','NNP+NNG+SS+SH+SS',73,0,19,'는','JX',subject
'대한민국경기도남부','NNP+NNP+NNG',73,24,52,'에','JKB',object
'시','NNG',73,64,66,'이','VCP',object
'바흐람3세(,?-293년)','NNG+SN+NNB+SS+SP+SF+SS+SN+NNB+SS',78,0,27,'는','JX',subject
'사산왕조페르시아제국의샤','NNG+NNG+NNP+NNG+JKG+NNG',78,32,71,'이','VCP',subject
'제장마을','NNG+NNG',126,0,11,'은','JX',subject
'원래평창군동면지역','NNG+NNP+NNG+NNG+NNG',126,16,45,'에','JKB',object
'곳','NNG',126,60,62,'으로','JKB',object
'고종32년(1895년)','NNP+SN+NNB+SS+SN+NNB+SS',126,71,90,'에','JKB',object
'정선군','NNP+NNG',126,95,103,'으로','JKB',object
'유용성(柳鏞成,1974년10월25일~)','NNG+XSN+SS+SH+SP+SN+NNB+SN+NNB+SN+NNB+SO+SS',94,0,41,'은','JX',subject
'대한민국의남자배드민턴선수','NNP+JKG+NNG+NNG+NNG',94,46,87,'이','VCP',subject
'팔극권(八極拳,BajiQuan)','NNG+XSN+SS+SH+SP+SL+SL+SS',97,0,30,'은','JX',subject
'중국하북성','NNP+NNG',97,35,50,'에서','JKB',object
'북파무술의일종','NNG+NNG+JKG+NNG',97,68,90,'이','VCP',object
'TheLegend-SpecialAlbum','SL+SL+SS+SL+SL',130,0,25,'은','JX',subject
'1992년라이브앨범발매이후','SN+NNB+NNG+NNG+NNG+NNG',130,30,67,'로','JKB',object
'처음','NNG',130,72,77,'으로','JKB',object
'신승훈','NNP',130,85,93,'이','JKS',object
'비정규앨범','XPN+NNG+NNG',130,108,123,'이','VCP',object
'세계경영대학원의종합순위','NNG+NNG+NNG+JKG+NNG+NNG',114,0,36,'는','JX',subject
'영국파이낸셜타임즈(FinancialTimes)','NNP+NNG+NNP+SS+SL+SL+SS',114,41,87,'에서','JKB',object
'이책','MM+NNG',76,0,6,'은','JX',subject
'청나라의장학성','NNG+NNG+JKG+NNP',76,11,32,'에','JKB',object
'그가치','MM+NNG',76,44,53,'가','JKS',object
'팰콘4.0얼라이드포스','NNG+SN+SP+SN+NNG+NNG',121,0,29,'는','JX',subject
'기본적','NNG+XSN',121,34,42,'으로','JKB',object
'한반도와발칸반도','NNP+JC+NNG+NNG',121,50,74,'를','JKO',object
'배경전장(theater)','NNG+NNG+SS+SL+SS',121,79,100,'으로','JKB',object
'오가와사키','NNG+JC+NNP',68,0,15,'는','JX',subject
'하로프로','NNG+NNG',68,20,31,'에그','JKB',object
'전멤버','MM+NNG',68,42,51,'이','VCP',object
'윤동기(1974년12월2일~)','NNP+SS+SN+NNB+SN+NNB+SN+NNB+SO+SS',64,0,31,'는','JX',subject
'대한민국의성우','NNP+JKG+NNG',64,36,57,'이','VCP',subject
'건국동맹','NNG+NNG',84,0,11,'은','JX',subject
'일제말기국내','NNG+NNB+NNG',84,16,34,'에서','JKB',object
'거의유일하','MAG+NNG+XSA',84,42,54,'ㄴ','ETM',object
'독립운동단체','NNG+NNG+NNG',84,59,77,'이','VCP',object
'카세레스()','NNP+SS+SS',89,0,13,'는','JX',subject
'스페인에스트레마두라지방카세레스주의주도','NNP+NNG+NNG+NNP+NNG+NNG',89,18,82,'이','VCP',subject
'알바공','NNP+NNG',58,0,9,'은','JX',subject
'암스테르담','NNP',58,14,28,'에','JKB',object
'본진','NNG',58,33,38,'을','JKO',object
'에픽하이','NNG',74,0,11,'는','JX',subject
'2003년','SN+NNB',74,16,22,'부터','JX',object
'총7개의정규음반','MM+SN+NNB+JKG+NNG+NNG',74,30,54,'을','JKO',object
'모리','NNP',114,0,5,'시','VA',object
'히사야','NNP',114,13,21,'는','JX',subject
'1945년종전','SN+NNB+NNG',114,26,39,'으로','JKB',object
'때소련군','NNG+NNG+NNG',114,51,63,'에','JKB',object
'1946년','SN+NNB',114,91,97,'에','JKB',object
'길버트','NNG',71,0,8,'는','JX',subject
'잉글랜드','NNG',71,13,24,'로','JKB',object
'도중','NNG',71,42,47,'에','JKB',object
'숨','NNG',71,52,54,'을','JKO',object
'모랑','NNG',89,0,5,'은','JX',subject
'법흥왕과그후궁이ㄴ보과공주(宝果公主)부여씨','NNP+JC+MM+NNG+VCP+ETM+NNG+NNG+SS+SH+SS+NNG+XSN',89,10,72,'의','JKG',object
'아들','NNG',89,77,82,'이','VCP',object
'마야의달력','NNP+JKG+NNG',43,0,15,'은','JX',subject
'세종류','MM+NNG',43,27,36,'이','VCP',subject
'힙셀로사우르스의알','NNP+JKG+NNG',79,0,27,'은','JX',subject
'오늘날타조의것','NNG+NNG+NNG+JKG+NNB',79,32,54,'보다','JKB',object
'2배가량','SN+NNG+NNG',79,62,72,'크','VA',object
'리한나의어머니','NNP+JKG+NNG',160,0,21,'는','JX',subject
'아프리카계가이아나인','NNP+XSN+NNG',160,26,56,'으로','JKB',object
'가이아나출신이','NNG+NNG',160,64,85,'이','VCP',object
'아버지','NNG',160,94,102,'는','JX',object
'바베이도스와아일랜드인의혼혈인','NNP+JC+NNP+JKG+NNG',160,107,153,'이','VCP',object
'어메이산시의연평균기온','NNG+NNG+NNG+JKG+NNG+NNG+NNG',91,0,35,'은','JX',subject
'17.2℃','SN+SP+SN+SW',91,40,46,'이','VCP',subject
'연평균강수량','NNG+NNG+NNG+NNG',91,54,72,'은','JX',subject
'1555.3mm','SN+SP+SN+SL',91,77,84,'이','VCP',subject
'다음','NNG',105,0,5,'하','XSV',object
'1613년미하일로마노프','SN+NNB+NNP+NNP',105,10,39,'가','JKS',subject
'차르','NNG',105,44,49,'에','JKB',object
'로마노프왕조','NNP+NNG',105,67,85,'가','JKS',object
'GS마트()','SL+NNG+SS+SS',114,0,9,'는','JX',subject
'GS리테일','SL+NNG',114,14,24,'이','JKS',subject
'1996년11월15일','SN+NNB+SN+NNB+SN+NNB',114,29,47,'부터','JX',object
'2010년5월31일','SN+NNB+SN+NNB+SN+NNB',114,55,72,'까지','JX',object
'대형할인점','NNG+NNG+XSN',114,93,107,'이','VCP',object
'2번하','SN+NNB+XSA',58,0,3,'ㅁ','ETN',object
'2017년인도해군','SN+NNB+NNP+NNG',58,11,31,'에','JKB',object
'예정','NNG',58,46,51,'이','VCP',object
'극단미추(美醜)','NNG+NNG+SS+SH+SS',102,0,20,'는','JX',subject
'연극배우들','NNG+NNG+XSN',102,25,40,'이','JKS',subject
'중심','NNG',102,45,50,'이','JKC',subject
'1986년','SN+NNB',102,62,68,'에','JKB',object
'연극극단','NNG+NNG',102,83,95,'이','VCP',object
'부산의서면일대','NNP+JKG+NNG+NNG',78,0,22,'는','JX',subject
'삼한시대가락국','NNG+NNG+NNG+XSN',78,27,48,'에','JKB',object
'지역','NNG',78,63,68,'이','VCP',object
'페르시아어위키백과()','NNG+XSN+NNP+SS+SS',82,0,29,'는','JX',subject
'아랍문자','NNP+NNG',82,34,46,'를','JKO',object
'위키백과','NNP',82,64,75,'이','VCP',object
'이후','NNG',59,0,5,',','SP',object
'1985년','SN+NNB',59,8,14,',','SP',object
'밴드','NNG',59,17,22,'는','JX',subject
'런던','NNP',59,27,32,'으로','JKB',object
'거점','NNG',59,40,45,'을','JKO',object
'《토이스토리》()','SS+NNG+JKS+NNG+SS+SS+SS',104,0,23,'는','JX',subject
'미국디즈니사의애니메이션영화작품','NNP+NNP+JKG+NNG+NNG+NNG',104,46,97,'이','VCP',subject
'《독통감론》(讀通鑑論)','SS+NNG+XSN+SS+SS+SH+SS',104,0,31,'은','JX',subject
'명말청초(淸初)','NNG+NNG+SS+SH+SS',104,36,56,'의','JKG',object
'학자왕부지(王夫之)','NNG+NNG+SS+SH+SS',104,61,87,'의','JKG',object
'저서','NNG',104,92,97,'이','VCP',object
'잉글랜드의역사','NNG+JKG+NNG',91,0,21,'는','JX',subject
'영국의홈네이션중하나이ㄴ잉글랜드의역사','NNP+JKG+NNG+NNB+NR+VCP+ETM+NNG+JKG+NNG',91,26,84,'이','VCP',subject
'존르카레','NNP+NNP+NNP',102,0,13,'는','JX',subject
'40여년','SN+XSN+NNB',102,18,27,'넘','VV',object
'영국콘월(Cornwall)','NNP+NNG+SS+SL+SS',102,35,57,'의','JKG',object
'베리언(Buryan)','NNP+SS+SL+SS',102,62,78,'에','JKB',object
'대한민국지방법원','NNP+NNG+NNG',47,0,24,'은','JX',subject
'모두18개','MAG+SN+NNB',47,29,40,'이','VCP',subject
'명량해전','NNG+NNG',89,0,12,'은','JX',subject
'이순신장군','NNP+NNG',89,17,32,'이','JKS',subject
'1597년','SN+NNB',89,37,43,'에','JKB',object
'명량해협','NNG+NNG',89,48,59,'에서','JKB',object
'해전','NNG',89,77,82,'이','VCP',object
'사우디아라비아','NNP+NNP',58,0,21,'는','JX',subject
'메카','NNG',58,26,31,'가','JKS',subject
'국가','NNG',58,46,51,'이','VCP',subject
'시','NNG',42,0,2,'는','JX',subject
'대한민국의행정구역','NNP+JKG+NNG+NNG',42,7,35,'이','VCP',subject
'국방부','NNG',68,0,8,'는','JX',subject
'대한민국병무청','NNP+NNG+XSN',68,13,34,'이','JKS',subject
'상위기관','NNG+NNG',68,49,61,'이','VCP',subject
'병무청','NNG+XSN',58,0,8,'은','JX',subject
'대한민국국방부산하의기관','NNP+NNG+NNG+JKG+NNG',58,13,51,'이','VCP',subject
'대한민국','NNP',53,0,11,'은','JX',subject
'6자회담','SN+NNB+NNG',53,16,26,'에','JKB',object
'국가','NNG',53,41,46,'이','VCP',object
'터키','NNP',46,0,5,'는','JX',subject
'유럽연합회원국','NNP+NNG+NNG+XSN',46,10,32,'이','JKC',subject
'터키','NNP',46,0,5,'는','JX',subject
'유럽연합가입후보국','NNP+NNG+NNG+NNG+XSN',46,10,39,'이','VCP',subject
'노동조합','NNG+NNG',78,0,11,'은','JX',subject
'노동자','NNG+XSN',78,16,24,'의','JKG',object
'이익향상','NNG+NNG',78,29,41,'을','JKO',object
'목적','NNG',78,46,51,'으로','JKB',object
'단체','NNG',78,66,71,'이','VCP',object
'황산벌','NNG+NNG',83,0,8,'은','JX',subject
'백제의계백장군','NNP+JKG+NNG+NNG',83,13,35,'이','JKS',subject
'660년','SN+NNB',83,40,45,'에','JKB',object
'장소','NNG',83,71,76,'이','VCP',object
'LG트윈스','SL+NNP',75,0,11,'는','JX',subject
'서울특별시','NNP+NNG+NNG',75,16,30,'를','JKO',object
'연고','NNG',75,35,40,'로','JKB',object
'프로야구팀','NNG+NNG+NNG',75,52,68,'이','VCP',object
'서울특별시의넓이','NNP+NNG+NNG+JKG+NNG',45,0,24,'는','JX',subject
'605.27km','SN+SP+SN+SL',45,29,36,'²','SW',object
'녹색정치','NNG+NNG',103,0,12,'는','JX',subject
'생태주의와풀뿌리민주주의','NNG+NNG+JC+NNG+NNG+NNG+NNG',103,17,54,'를','JKO',object
'정치적이데올로기','NNG+XSN+NNG',103,72,96,'이','VCP',object
'제1대넬슨자작허레이쇼넬슨','XPN+SN+NNB+NNP+NNG+NNG+NNP',88,0,40,'은','JX',subject
'선박','NNG',88,45,50,'을','JKO',object
'때','NNG',88,59,61,'마다','JX',object
'멀미','NNG',88,69,74,'를','JKO',object
'야구','NNG',68,0,5,'는','JX',subject
'놀런라이언','MM+NNP',68,10,25,'이','JKS',subject
'선수','NNG',68,30,35,'로','JKB',object
'스포츠','NNG',68,53,61,'이','VCP',object
'5·18광주민주화운동','SN+SW+SN+NNP+NNG+XSN+NNG',66,0,28,'이','JKS',subject
'년도','NNG',66,43,48,'는','JX',subject
'1980년','SN+NNB',66,53,59,'이','VCP',subject
'삼풍백화점붕괴사고','NNP+NNG+XSN+NNG+NNG',66,0,28,'가','JKS',subject
'년도','NNG',66,43,48,'는','JX',subject
'1995년','SN+NNB',66,53,59,'이','VCP',subject
'미국','NNP',69,0,5,'이','JKS',subject
'1994년_FIFA_월드컵','SN+NNB+XSN+SL+NNG',69,10,31,'을','JKO',object
'년도','NNG',69,46,51,'는','JX',object
'1994년','SN+NNB',69,56,62,'이','VCP',object
'미국','NNP',58,0,5,'은','JX',subject
'1994년_FIFA_월드컵','SN+NNB+XSN+SL+NNG',58,10,31,'을','JKO',object
'국가','NNG',58,46,51,'이','VCP',object
'베이징','NNP',63,0,8,'은','JX',subject
'2008년하계올림픽','SN+NNB+NNG+NNG',63,13,36,'이','JKS',subject
'도시','NNG',63,51,56,'이','VCP',subject
'대한민국과일본','NNP+JC+NNP',93,0,21,'은','JX',subject
'제17회FIFA월드컵','XPN+SN+NNB+SL+NNP',93,26,48,'을','JKO',object
'2개의국가들','SN+NNB+JKG+NNG+XSN',93,70,86,'이','VCP',object
'국립중앙박물관','NNG+NNG+NNG',82,0,20,'은','JX',subject
'대한민국문화체육관광부산하의기관','NNP+NNG+NNG+XSN+NNG+NNG+JKG+NNG',82,25,75,'이','VCP',subject
'식량농업기구','NNG+NNG+NNG',70,0,19,'는','JX',subject
'국제연합','NNG+NNG',70,24,36,'에','JKB',object
'국제기구','NNG+NNG',70,51,63,'이','VCP',object
'녹읍','NNG',111,0,5,'은','JX',subject
'신라때','NNP+NNG',111,10,19,'부터','JX',object
'고려초기','NNP+NNG',111,27,39,'까지','JX',object
'국가','NNG',111,47,52,'가','JKS',object
'관료','NNG',111,57,62,'에게','JKB',object
'임금','NNG',111,70,75,'으로서','JKB',object
'수조권','NNG+XSN',111,96,104,'이','VCP',object
'튤립','NNG',41,0,5,'은','JX',subject
'네덜란드의나라꽃','NNP+JKG+NNG+NNG',41,10,34,'이','VCP',subject
'네덜란드','NNP',51,0,11,'는','JX',subject
'튤립','NNG',51,16,21,'이','JKS',subject
'나라꽃이ㄴ국가','NNG+NNG+VCP+ETM+NNG',51,26,44,'이','VCP',subject
'시파','NNG',52,0,5,'는','JX',subject
'조선장조의죽음','NNP+NNG+JKG+NNG',52,10,32,'을','JKO',object
'규합총서','NNG+NNG',75,0,11,'는','JX',subject
'조선시대의여성생활','NNP+NNG+JKG+NNG+NNG',75,16,45,'에','JKB',object
'백과사전','NNG+NNG',75,57,68,'이','VCP',object
'이명박','NNP',79,0,8,'은','JX',subject
'4대강정비사업','SN+NNG+NNG+NNG',79,13,33,'을','JKO',object
'대한민국의대통령','NNP+JKG+NNG',79,48,72,'이','VCP',object
'기축통화','NNG+NNG',83,0,12,'는','JX',subject
'국가간결제','NNG+NNB+NNG',83,17,33,'나','JC',object
'금융거래','NNG+NNG',83,38,50,'에서','JKB',object
'통화','NNG',83,71,76,'이','VCP',object
'6·10만세운동의격문내용','SN+SW+SN+NNG+NNG+JKG+NNG+NNG',71,0,34,'은','JX',subject
'일본제국주의타도','NNP+NNG+NNG+NNG',71,39,64,'이','VCP',subject
'상법제153조','NNG+XPN+SN+NR',105,0,15,'는','JX',subject
'귀중품','NNG+XSN',105,20,28,'의','JKG',object
'분실','NNG',105,33,38,'에','JKB',object
'책임','NNG',105,50,55,'을','JKO',object
'대한민국의법','NNP+JKG+NNG',105,80,98,'이','VCP',object
'개발제한구역','NNG+NNG+NNG',52,0,17,'에','JKB',object
'학교','NNG',52,22,27,'를','JKO',object
'수','NNB',52,42,45,'있','VV',object
'그린메일','NNG',97,0,11,'은','JX',subject
'대주주','XPN+NNG',97,16,24,'에게','JKB',object
'주식','NNG',97,32,37,'을','JKO',object
'회사사냥꾼','NNG+NNG+XSN',97,59,73,'이','JKS',object
'편지','NNG',97,85,90,'이','VCP',object
'다국적기업','XPN+NNG+NNG',99,0,15,'은','JX',subject
'여러국가','MM+NNG',99,20,32,'에','JKB',object
'거점','NNG',99,37,42,'을','JKO',object
'세계적','NNG+XSN',99,54,62,'으로','JKB',object
'영업','NNG',99,70,75,'을','JKO',object
'회사','NNG',99,87,92,'이','VCP',object
'마닐라','NNG',38,0,8,'는','JX',subject
'필리핀의수도','NNP+JKG+NNG',38,13,31,'이','VCP',subject
'필리핀','NNP',48,0,8,'은','JX',subject
'마닐라','NNG',48,13,21,'가','JKS',subject
'수도이ㄴ국가','NNG+VCP+ETM+NNG',48,26,41,'이','VCP',subject
'골리앗','NNG',51,0,8,'은','JX',subject
'필리시테인의거인병사','NNG+NNG+JKG+NNG+NNG',51,13,44,'이','VCP',subject
'골리앗','NNG',50,0,8,'은','JX',subject
'키','NNG',50,13,15,'가','JKS',subject
'약2.9미터이ㄴ사람','MM+SN+SP+SN+NNG+VCP+ETM+NNG',50,20,43,'이','VCP',subject
'마법사','NNG+XSN',59,0,8,'의','JKG',object
'돌','NNG',59,13,15,'은','JX',subject
'소설해리포터의부제목','NNG+NNP+NNG+JKG+XPN+NNG',59,20,52,'이','VCP',subject
'경주','NNP',67,0,5,'는','JX',subject
'대한민국의국립공원','NNP+JKG+NNG+NNG',67,10,37,'으로','JKB',object
'장소','NNG',67,55,60,'이','VCP',object
'서인','NNG',72,0,5,'은','JX',subject
'심의겸','NNP',72,10,18,'이','JKS',subject
'초대당수','NNG+NNG',72,23,35,'이','VCP',subject
'조선후기의붕당','NNP+NNG+JKG+NNG',72,43,65,'이','VCP',subject
'서운관','NNG+XSN',91,0,8,'은','JX',subject
'천문학과지리학','NNG+XSN+JC+NNG+XSN',91,13,34,'을','JKO',object
'고려와조선시대의관청','NNG+JC+NNP+NNG+JKG+NNG',91,52,84,'이','VCP',object
'고구려','NNP',51,0,8,'는','JX',subject
'동명성왕','NNP+NNG',51,13,24,'이','JKS',subject
'조상이ㄴ국가','NNG+VCP+ETM+NNG',51,29,44,'이','VCP',subject
'손병희','NNP',63,0,8,'는','JX',subject
'한국의종교이ㄴ동학의제3대교주','NNP+JKG+NNG+VCP+ETM+NNG+JKG+XPN+SN+NNB+NNG',63,13,56,'이','VCP',subject
'능선','NNG',107,0,5,'은','JX',subject
'산꼭대기','NNG',107,10,21,'가','JKS',subject
'일정하','NNG+XSA',107,26,31,'ㄴ','ETM',object
'거리','NNG',107,36,41,'를','JKO',object
'연속적','NNG+XSN',107,66,74,'으로','JKB',object
'지형','NNG',107,95,100,'이','VCP',object
'성재기','NNG',51,0,8,'는','JX',subject
'남성연대','NNG+NNG',51,13,24,'를','JKO',object
'사람','NNG',51,39,44,'이','VCP',object
'아메데오아보가드','NNP+NNG',114,0,24,'로','JKB',object
'1811년','SN+NNB',114,32,38,'에','JKB',object
'분자의개념','NNG+JKG+NNG',114,43,58,'을','JKO',object
'처음','NNG',114,63,68,'으로','JKB',object
'이탈리아의과학자','NNP+JKG+NNG+XSN',114,83,107,'이','VCP',object
'스티브잡스','NNG+NNG',62,0,15,'는','JX',subject
'리드대학교','NNG+XPN+NNG',62,20,35,'를','JKO',object
'사람','NNG',62,50,55,'이','VCP',object
'과하마','NNG+XSN',38,0,8,'는','JX',subject
'동예의특산물','NNG+JKG+NNG+XSN',38,13,31,'이','VCP',subject
'레임덕','NNP',92,0,8,'은','JX',subject
'대통령의임기만료','NNG+JKG+NNG+NNG',92,13,38,'를','JKO',object
'권력누수현상','NNG+NNG+NNG',92,66,85,'이','VCP',object
'머리겔','NNG+NNG',89,0,9,'만','JX',object
'1969년','SN+NNB',89,17,23,'에','JKB',object
'노벨물리학상','NNP+NNG+XSN+XSN',89,28,46,'을','JKO',object
'미국의물리학자','NNP+JKG+NNG+NNG',89,61,82,'이','VCP',object
'문익점','NNP',85,0,8,'은','JX',subject
'한국','NNP',85,13,18,'에','JKB',object
'목화씨','NNG+NNG',85,23,31,'를','JKO',object
'처음','NNG',85,36,41,'으로','JKB',object
'고려말의학자','NNP+NNG+JKG+NNG',85,59,78,'이','VCP',object
'이토히로부미','NNP+NNP',110,0,18,'는','JX',subject
'1909년','SN+NNB',110,23,29,'에','JKB',object
'하얼빈역','NNP+NNG',110,34,46,'에서','JKB',object
'안중근의사의총','NNP+NNG+JKG+NNG',110,54,76,'에','JKB',object
'사람','NNG',110,98,103,'이','VCP',object
'루트비히판베토벤','NNP+NNP+NNP',107,0,25,'은','JX',subject
'1770년','SN+NNB',107,30,36,'에','JKB',object
'후','NNG',107,51,53,'에','JKB',object
'점차청각','MAG+NNG',107,58,70,'을','JKO',object
'독일의작곡가','NNP+JKG+NNG',107,82,100,'이','VCP',object
'버락오바마','NNG+NNP',73,0,15,'는','JX',subject
'2009년','SN+NNB',73,20,26,'에','JKB',object
'노벨평화상','NNP+NNG+NNG',73,31,46,'을','JKO',object
'사람','NNG',73,61,66,'이','VCP',object
'님비현상과핌피현상','NNG+NNG+JC+NNG+NNG',93,0,27,'은','JX',subject
'지역이기주의','NNG+NNG+NNG',93,32,49,'를','JKO',object
'두가지현상들','MM+NNB+NNG+XSN',93,67,86,'이','VCP',object
'당태종','NNG+NNG',100,0,9,'은','JX',subject
'그','NP',100,14,16,'가','JKS',subject
'시대','NNG',100,31,36,'를','JKO',object
'정관의','NNG+JKG',100,41,50,'치','VV',object
'중국의황제','NNP+JKG+NNG',100,78,93,'이','VCP',object
'담징','NNG',56,0,5,'은','JX',subject
'호류지금당벽화','NNG+NNG+NNG',56,10,32,'를','JKO',object
'사람','NNG',56,44,49,'이','VCP',object
'대니얼카너먼','NNG+NNP',123,0,18,'은','JX',subject
'행동경제학','NNG+NNG',123,23,37,'을','JKO',object
'노벨경제학상','NNP+NNG+XSN+XSN',123,55,73,'을','JKO',object
'심리학자겸경제학자','NNG+XSN+NNB+NNG+XSN',123,88,116,'이','VCP',object
'뉘르부르크링','NNP',102,0,17,'은','JX',subject
'독일의뉘르부르크','NNP+JKG+NNP',102,22,46,'에','JKB',object
'장거리모터스포츠경주로','XPN+NNG+NNG+NNG+NNG',102,61,95,'이','VCP',object
'노무현대통령','NNP+NNG',56,0,18,'이','JKS',subject
'년도','NNG',56,33,38,'는','JX',subject
'2009년','SN+NNB',56,43,49,'이','VCP',subject
'국무회의','NNG+XSN+NNG',81,0,11,'는','JX',subject
'정부의정책','NNG+JKG+NNG',81,16,31,'을','JKO',object
'합의제기관','NNG+XSN+NNG',81,59,74,'이','VCP',object
'대류권','NNG+XSN',94,0,8,'은','JX',subject
'지구대기권중','NNG+NNG+XSN+NNB',94,13,32,'에서','JKB',object
'가장','MAG',94,40,46,'낮','VA',object
'기상현상','NNG+NNG',94,55,67,'이','JKS',object
'층','NNG',94,85,87,'이','VCP',object
'대한민국국립발레단','NNP+NNG+NNG+XSN',109,0,27,'은','JX',subject
'1974년','SN+NNB',109,32,38,'에','JKB',object
'대한민국국립무용단','NNP+NNG+NNG+XSN',109,43,70,'으로부터','JKB',object
'발레단','NNG+XSN',109,94,102,'이','VCP',object
'거북선','NNG+XSN',78,0,8,'은','JX',subject
'이순신장군','NNP+NNG',78,13,28,'이','JKS',subject
'임진왜란직전','NNP+NNG+NNG',78,33,51,'에','JKB',object
'군함','NNG',78,66,71,'이','VCP',object
'게리맨더링','NNG',100,0,14,'은','JX',subject
'특정정당','NNG+NNG',100,19,31,'이나','JC',object
'후보','NNG',100,39,44,'에게','JKB',object
'선거구','NNG+NNG',100,68,76,'를','JKO',object
'것','NNB',100,91,93,'이','VCP',object
'김옥균','NNP',51,0,8,'은','JX',subject
'갑신정변','NNG+NNG',51,13,24,'을','JKO',object
'사람','NNG',51,39,44,'이','VCP',object
'거중기','NNG',87,0,8,'는','JX',subject
'정약용','NNP',87,13,21,'이','JKS',subject
'1792년','SN+NNB',87,26,32,'에','JKB',object
'수원화성','NNP+NNG',87,37,49,'을','JKO',object
'기계','NNG',87,75,80,'이','VCP',object
'강감찬','NNP',42,0,8,'은','JX',subject
'고려시대의장군','NNP+NNG+JKG+NNG',42,13,35,'이','VCP',subject
'건원중보','NNG',64,0,11,'는','JX',subject
'한반도','NNP',64,16,24,'에서','JKB',object
'최초','NNG',64,32,37,'로','JKB',object
'화폐','NNG',64,52,57,'이','VCP',object
'경주장항리사지','NNP+NNP+NNG+NNG',64,0,22,'는','JX',subject
'대한민국의사적제45호','NNP+JKG+NNG+XSN+XPN+SN+NNB',64,27,57,'이','VCP',subject
'원각사','NNP+XSN',59,0,8,'는','JX',subject
'이인직','NNP',59,13,21,'이','JKS',subject
'1908년','SN+NNB',59,26,32,'에','JKB',object
'극장','NNG',59,47,52,'이','VCP',object
'강화','NNG',83,0,5,'도','JX',object
'조약','NNG',83,10,15,'은','JX',subject
'조선과일본','NNP+JC+NNP',83,20,35,'이','JKS',subject
'1876년','SN+NNB',83,40,46,'에','JKB',object
'불평등조약','XPN+NNG+NNG',83,61,76,'이','VCP',object
'계림유사','NNG+NNG',92,0,11,'는','JX',subject
'북송의손목','NNG+JKG+NNG',92,16,31,'이','JKS',subject
'고려시대의한국어','NNP+NNG+JKG+NNP+XSN',92,36,61,'를','JKO',object
'책','NNG',92,83,85,'이','VCP',object
'G세대','SL+NNG',71,0,6,'는','JX',subject
'1988년하계올림픽','SN+NNB+NNG+NNG',71,11,34,'을','JKO',object
'전후','NNG',71,39,44,'로','JKB',object
'세대','NNG',71,59,64,'이','VCP',object
'진도','NNG',65,0,5,'는','JX',subject
'삼별초','NNG+NNG',65,10,18,'가','JKS',subject
'몽골','NNP',65,23,28,'에','JKB',object
'섬','NNG',65,56,58,'이','VCP',object
'BP','SL',62,0,1,'는','JX',subject
'영국최대의에너지관련다국적기업','NNP+NNG+JKG+NNG+NNG+XPN+NNG+NNG',62,6,55,'이','VCP',subject
'이탈리아','NNP',56,0,11,'는','JX',subject
'FIFA월드컵','SL+NNP',56,16,29,'을','JKO',object
'국가','NNG',56,44,49,'이','VCP',object
'소호','NNG',96,0,5,'는','JX',subject
'1명','SN+NNB',96,10,13,'에서','JKB',object
'10명정도','SN+NNB+NNG',96,21,32,'가','JKS',object
