@RELATION relation

@ATTRIBUTE lemma	string
@ATTRIBUTE pos 	string
%조사 + 접미사 = postposition
@ATTRIBUTE postposition 	{yes,no}
@ATTRIBUTE class 	{relation,other}

@DATA
'가다랭이잡이','NNG',no,other
'과','JC',yes,other
'얼가니','NNG',no,other
'새속','NNG',no,other
'에','JKB',yes,other
'속하','VV',no,relation
'는','ETM',no,other
'대','NNG',no,other
'형','XSN',yes,other
'바다','NNG',no,other
'새','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'신교항','NNP',no,other
'(','SS',no,other
'新橋港','SH',no,other
')','SS',no,other
'은','JX',yes,other
'경상남도','NNP',no,other
'거제','NNP',no,other
'시사등','NNG+VV',no,other
'면','EC',no,other
'창호','NNP',no,other
'리','NNG',no,other
'에','JKB',yes,other
'있','VV',no,relation
'는','ETM',no,other
'어항','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'거울','NNG',no,other
'속','NNG',no,other
'의','JKG',yes,other
'몽환성','NNP',no,other
'(','SS',no,other
'犬夜叉','SH',no,other
'鏡','SH',no,other
'の','SL',no,other
'中','SH',no,other
'の','SL',no,other
'夢幻城','SH',no,other
')','SS',no,other
'은','JX',yes,other
'이누야샤','NNP',no,other
'의','JKG',yes,other
'극장','NNG',no,other
'판','NNG',no,other
'시리즈','NNG',no,other
'의','JKG',yes,other
'두','MM',no,other
'번','NNB',no,other
'째','XSN',yes,other
'작품','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'1959','SN',no,other
'년','NNB',no,other
'신태양','NNP',no,other
'에','JKB',yes,other
'발표되','NNG+XSV',yes,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'에르메스','NNG',no,other
'(','SS',no,other
'Herm','SL',no,other
'è','SW',no,other
's','SL',no,other
'International','SL',no,other
')','SS',no,other
'는','JX',yes,other
'1837','SN',no,other
'년','NNB',no,other
'설립되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'프랑스','NNP',no,other
'의','JKG',yes,other
'호화','NNG',no,other
'상품','NNG',no,other
'제조','NNG',no,other
'회사','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'온소진','NNP',no,other
'(','SS',no,other
'溫昭珍','SH',no,other
',','SP',no,other
'1986','SN',no,other
'년','NNB',no,other
'10','SN',no,other
'월','NNB',no,other
'2','SN',no,other
'일','NNB',no,other
'~','SO',no,other
')','SS',no,other
'은','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'바둑','NNG',no,other
'기사','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'모스버거','NNP',no,other
'(','SS',no,other
'MOS','SL',no,other
'BURGER','SL',no,other
')','SS',no,other
'는','JX',yes,other
'일본','NNP',no,other
'의','JKG',yes,other
'햄버거','NNG',no,other
'체인','NNG',no,other
'점','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'아이스','NNG',no,other
'박스','NNG',no,other
'(','SS',no,other
'Icebox','SL',no,other
')','SS',no,other
'는','JX',yes,other
'식품','NNG',no,other
'등','NNB',no,other
'을','JKO',yes,other
'차갑','VA',no,other
'게','EC',no,other
'보관하','NNG+XSV',yes,relation
'기','ETN',no,other
'위하','VV',no,relation
'ㄴ','ETM',no,other
'용기','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'라지','NNP',no,other
'라마야','NNP',no,other
'(','SS',no,other
'Raj','SL',no,other
'Ramayya','SL',no,other
')','SS',no,other
'는','JX',yes,other
'세션','NNG',no,other
'보컬','NNG',no,other
'이','VCP',no,relation
'자','EC',no,other
'작곡가','NNG',no,other
'로','JKB',yes,other
'뷰티풀','NNG',no,other
'루저','NNP',no,other
'듀오','NNP',no,other
'의','JKG',yes,other
'일원','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'바흐람','NNG',no,other
'3','SN',no,other
'세','NNB',no,other
'(','SS',no,other
',','SP',no,other
'?','SF',no,other
'-','SS',no,other
'293','SN',no,other
'년','NNB',no,other
')','SS',no,other
'는','JX',yes,other
'사산','NNG',no,other
'왕조','NNG',no,other
'페르시아','NNP',no,other
'제국','NNG',no,other
'의','JKG',yes,other
'샤','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'제장','NNG',no,other
'마을','NNG',no,other
'은','JX',yes,other
'원래','NNG',no,other
'평창','NNP',no,other
'군','NNG',no,other
'동면','NNG',no,other
'지역','NNG',no,other
'에','JKB',yes,other
'속하','VV',no,relation
'았','EP',no,other
'던','ETM',no,other
'곳','NNG',no,other
'으로','JKB',yes,other
',','SP',no,other
'고종','NNP',no,other
'32','SN',no,other
'년','NNB',no,other
'(','SS',no,other
'1895','SN',no,other
'년','NNB',no,other
')','SS',no,other
'에','JKB',yes,other
'정선','NNP',no,other
'군','NNG',no,other
'으로','JKB',yes,other
'편입되','NNG+XSV',yes,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'유용','NNG',no,other
'성','XSN',yes,other
'(','SS',no,other
'柳鏞成','SH',no,other
',','SP',no,other
'1974','SN',no,other
'년','NNB',no,other
'10','SN',no,other
'월','NNB',no,other
'25','SN',no,other
'일','NNB',no,other
'~','SO',no,other
')','SS',no,other
'은','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'남자','NNG',no,other
'배드민턴','NNG',no,other
'선수','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'팔극','NNG',no,other
'권','XSN',yes,other
'(','SS',no,other
'八極拳','SH',no,other
',','SP',no,other
'Baji','SL',no,other
'Quan','SL',no,other
')','SS',no,other
'은','JX',yes,other
'중국','NNP',no,other
'하북성','NNG',no,other
'에서','JKB',yes,other
'발생하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'북파','NNG',no,other
'무술','NNG',no,other
'의','JKG',yes,other
'일종','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'1992','SN',no,other
'년','NNB',no,other
'라이브','NNG',no,other
'앨범','NNG',no,other
'발매','NNG',no,other
'이후','NNG',no,other
'로','JKB',yes,other
'처음','NNG',no,other
'으로','JKB',yes,other
'신승훈','NNP',no,other
'이','JKS',yes,other
'발매하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'비','XPN',no,other
'정규','NNG',no,other
'앨범','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'세계','NNG',no,other
'경영','NNG',no,other
'대학원','NNG',no,other
'의','JKG',yes,other
'종합','NNG',no,other
'순위','NNG',no,other
'는','JX',yes,other
'영국','NNP',no,other
'파이낸셜','NNG',no,other
'타임즈','NNP',no,other
'(','SS',no,other
'Financial','SL',no,other
'Times','SL',no,other
')','SS',no,other
'에서','JKB',yes,other
'매해','NNG',no,other
'발행하','NNG+XSV',yes,relation
'ㄴ다','EF',no,other
'.','SF',no,other
'이','MM',no,other
'책','NNG',no,other
'은','JX',yes,other
'청','NNG',no,other
'나라','NNG',no,other
'의','JKG',yes,other
'장학성','NNP',no,other
'에','JKB',yes,other
'의하','VV',no,relation
'아','EC',no,other
'그','MM',no,other
'가치','NNG',no,other
'가','JKS',yes,other
'재평가되','NNG+XSV',yes,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'기본','NNG',no,other
'적','XSN',yes,other
'으로','JKB',yes,other
'한반도','NNP',no,other
'와','JC',yes,other
'발칸','NNG',no,other
'반도','NNG',no,other
'를','JKO',yes,other
'배경','NNG',no,other
'전장','NNG',no,other
'(','SS',no,other
'theater','SL',no,other
')','SS',no,other
'으로','JKB',yes,other
'하','VV',no,relation
'고','EC',no,other
'있','VX',no,other
'다','EF',no,other
'.','SF',no,other
'하로','NNG',no,other
'프로','NNG',no,other
'에그','JKB',yes,other
'의','JKG',yes,other
'전','MM',no,other
'멤버','NNG',no,other
'이','VCP',no,relation
'기','ETN',no,other
'도','JX',yes,other
'하','VX',no,other
'다','EF',no,other
'.','SF',no,other
'윤동기','NNP',no,other
'(','SS',no,other
'1974','SN',no,other
'년','NNB',no,other
'12','SN',no,other
'월','NNB',no,other
'2','SN',no,other
'일','NNB',no,other
'~','SO',no,other
')','SS',no,other
'는','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'성우','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'카세레스','NNP',no,other
'(','SS',no,other
')','SS',no,other
'는','JX',yes,other
'스페인','NNP',no,other
'에스트레마두라','NNG',no,other
'지방','NNG',no,other
'카세레스','NNP',no,other
'주의','NNG',no,other
'주도','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'알바','NNP',no,other
'공','NNG',no,other
'은','JX',yes,other
'암스테르담','NNP',no,other
'에','JKB',yes,other
'본진','NNG',no,other
'을','JKO',yes,other
'구성하','NNG+XSV',yes,relation
'였','EP',no,other
'다','EF',no,other
'.','SF',no,other
'에픽하이','NNG',no,other
'는','JX',yes,other
'2003','SN',no,other
'년','NNB',no,other
'부터','JX',yes,other
'총','MM',no,other
'7','SN',no,other
'개','NNB',no,other
'의','JKG',yes,other
'정규','NNG',no,other
'음반','NNG',no,other
'을','JKO',yes,other
'발매하','NNG+XSV',yes,relation
'였','EP',no,other
'다','EF',no,other
'.','SF',no,other
'1945','SN',no,other
'년','NNB',no,other
'종전','NNG',no,other
'으로','JKB',yes,other
'하','VV',no,other
'ㄴ','ETM',no,other
'때','NNG',no,other
'소련','NNG',no,other
'군','NNG',no,other
'에','JKB',yes,other
'의하','VV',no,relation
'아','EC',no,other
'연행되','NNG+XSV',yes,relation
'었','EP',no,other
'으나','EC',no,other
'1946','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'귀국','NNG',no,other
'았','EP',no,other
'다','EF',no,other
'.','SF',no,other
'길버트','NNG',no,other
'는','JX',yes,other
'잉글랜드','NNG',no,other
'로','JKB',yes,other
'귀국하','NNG+XSV',yes,relation
'던','ETM',no,other
'도중','NNG',no,other
'에','JKB',yes,other
'숨','NNG',no,other
'을','JKO',yes,other
'거두','VV',no,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'법흥왕','NNP',no,other
'과','JC',yes,other
'그','MM',no,other
'후궁','NNG',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'보과','NNG',no,other
'공주','NNG',no,other
'(','SS',no,other
'宝果公主','SH',no,other
')','SS',no,other
'부여','NNG',no,other
'씨','XSN',yes,other
'의','JKG',yes,other
'아들','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'마야','NNP',no,other
'의','JKG',yes,other
'달력','NNG',no,other
'은','JX',yes,other
'크','VA',no,other
'게','EC',no,other
'세','MM',no,other
'종류','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'알','VV',no,other
'은','ETM',no,other
'오늘','NNG',no,other
'날','NNG',no,other
'타조','NNG',no,other
'의','JKG',yes,other
'것','NNB',no,other
'보다','JKB',yes,other
'2','SN',no,other
'배','NNG',no,other
'가량','NNG',no,other
'크','VA',no,other
'다','EF',no,other
'.','SF',no,other
'리한나','NNP',no,other
'의','JKG',yes,other
'어머니','NNG',no,other
'는','JX',yes,other
'아프리카','NNP',no,other
'계','XSN',yes,other
'가이아나인','NNG',no,other
'으로','JKB',yes,other
'가이아나','NNG',no,other
'출신이','NNG',no,other
'이','VCP',no,relation
'었','EP',no,other
'고','EC',no,other
',','SP',no,other
'아버지','NNG',no,other
'는','JX',yes,other
'바베이도스','NNP',no,other
'와','JC',yes,other
'아일랜드인','NNP',no,other
'의','JKG',yes,other
'혼혈인','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'연','NNG',no,other
'평균','NNG',no,other
'기온','NNG',no,other
'은','JX',yes,other
'17','SN',no,other
'.','SP',no,other
'2','SN',no,other
'℃','SW',no,other
'이','VCP',no,relation
'고','EC',no,other
'연','NNG',no,other
'평균','NNG',no,other
'강수','NNG',no,other
'량','NNG',no,other
'은','JX',yes,other
'1555','SN',no,other
'.','SP',no,other
'3','SN',no,other
'mm','SL',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'GS','SL',no,other
'마트','NNG',no,other
'(','SS',no,other
')','SS',no,other
'는','JX',yes,other
'GS','SL',no,other
'리테일','NNG',no,other
'이','JKS',yes,other
'1996','SN',no,other
'년','NNB',no,other
'11','SN',no,other
'월','NNB',no,other
'15','SN',no,other
'일','NNB',no,other
'부터','JX',yes,other
'2010','SN',no,other
'년','NNB',no,other
'5','SN',no,other
'월','NNB',no,other
'31','SN',no,other
'일','NNB',no,other
'까지','JX',yes,other
'운영하','NNG+XSV',yes,relation
'았','EP',no,other
'던','ETM',no,other
'대형','NNG',no,other
'할인','NNG',no,other
'점','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'2','SN',no,other
'번','NNB',no,other
'하','XSA',yes,other
'ㅁ','ETN',no,other
'은','JX',yes,other
'2017','SN',no,other
'년','NNB',no,other
'인도','NNP',no,other
'해군','NNG',no,other
'에','JKB',yes,other
'인도되','NNG+XSV',yes,relation
'ㄹ','ETM',no,other
'예정','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'극단','NNG',no,other
'미추','NNG',no,other
'(','SS',no,other
'美醜','SH',no,other
')','SS',no,other
'는','JX',yes,other
'연극','NNG',no,other
'배우','NNG',no,other
'들','XSN',yes,other
'이','JKS',yes,other
'중심','NNG',no,other
'이','JKC',yes,other
'되','VV',no,relation
'어','EC',no,other
'1986','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'창단되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'연극','NNG',no,other
'극단','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'부산','NNP',no,other
'의','JKG',yes,other
'서면','NNG',no,other
'일대','NNG',no,other
'는','JX',yes,other
'삼한','NNG',no,other
'시대','NNG',no,other
'가락','NNG',no,other
'국','XSN',yes,other
'에','JKB',yes,other
'속하','VV',no,relation
'던','ETM',no,other
'지역','NNG',no,other
'이','VCP',no,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'페르시아','NNG',no,other
'어','XSN',yes,other
'위키백과','NNP',no,other
'(','SS',no,other
')','SS',no,other
'는','JX',yes,other
'아랍','NNP',no,other
'문자','NNG',no,other
'를','JKO',yes,other
'사용하','NNG+XSV',yes,relation
'는','ETM',no,other
'위키백과','NNP',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'이후','NNG',no,other
',','SP',no,other
'1985','SN',no,other
'년','NNB',no,other
',','SP',no,other
'밴드','NNG',no,other
'는','JX',yes,other
'런던','NNP',no,other
'으로','JKB',yes,other
'거점','NNG',no,other
'을','JKO',yes,other
'옮기','VV',no,relation
'ㄴ다','EF',no,other
'.','SF',no,other
'《','SS',no,other
'토','NNG',no,other
'이','JKS',yes,other
'스토리','NNG',no,other
'》','SS',no,other
'(','SS',no,other
')','SS',no,other
'는','JX',yes,other
'1995','SN',no,other
'년','NNB',no,other
'개봉하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'미국','NNP',no,other
'디즈니사','NNP',no,other
'의','JKG',yes,other
'애니메이션','NNG',no,other
'영화','NNG',no,other
'작품','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'《','SS',no,other
'독통감','NNG',no,other
'론','XSN',yes,other
'》','SS',no,other
'(','SS',no,other
'讀通鑑論','SH',no,other
')','SS',no,other
'은','JX',yes,other
'명말','NNG',no,other
'청초','NNG',no,other
'(','SS',no,other
'淸初','SH',no,other
')','SS',no,other
'의','JKG',yes,other
'학자','NNG',no,other
'왕부지','NNG',no,other
'(','SS',no,other
'王夫之','SH',no,other
')','SS',no,other
'의','JKG',yes,other
'저서','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'잉글랜드','NNG',no,other
'의','JKG',yes,other
'역사','NNG',no,other
'는','JX',yes,other
'영국','NNP',no,other
'의','JKG',yes,other
'홈네이션','NNG',no,other
'중','NNB',no,other
'하나','NR',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'잉글랜드','NNG',no,other
'의','JKG',yes,other
'역사','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'40','SN',no,other
'여','XSN',yes,other
'년','NNB',no,other
'넘','VV',no,relation
'게','EC',no,other
'영국','NNP',no,other
'콘월','NNG',no,other
'(','SS',no,other
'Cornwall','SL',no,other
')','SS',no,other
'의','JKG',yes,other
'베리언','NNP',no,other
'(','SS',no,other
'Buryan','SL',no,other
')','SS',no,other
'에','JKB',yes,other
'거주하','NNG+XSV',yes,relation
'고','EC',no,other
'있','VX',no,other
'다','EF',no,other
'.','SF',no,other
'대학','NNG',no,other
'수학','NNG',no,other
'능력','NNG',no,other
'시험','NNG',no,other
'(','SS',no,other
'大學修學能力試驗','SH',no,other
',','SP',no,other
')','SS',no,other
'은','JX',yes,other
'1994','SN',no,other
'학년도','NNG',no,other
'부터','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'대학','NNG',no,other
'입학','NNG',no,other
'평가','NNG',no,other
'에','JKB',yes,other
'도입되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'시험','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'어릴','NNG',no,other
'적','XSN',yes,other
'이름','NNG',no,other
'은','JX',yes,other
'긴노신','NNP',no,other
'(','SS',no,other
')','SS',no,other
'이','VCP',no,relation
'며','EC',no,other
'나중','NNG',no,other
'에','JKB',yes,other
'긴노스케','NNP',no,other
'(','SS',no,other
')','SS',no,other
'로','JKB',yes,other
'바뀌','VV',no,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'아르파','NNG',no,other
'케운','NNP',no,other
'은','JX',yes,other
'칸','NNG',no,other
'에','JKB',yes,other
'오르','VV',no,relation
'ㄴ','ETM',no,other
'뒤','NNG',no,other
'수감되','NNG+XSV',yes,relation
'어','EC',no,other
'있','VX',no,other
'던','ETM',no,other
'샤라프','NNP',no,other
'알딘','NNP',no,other
'을','JKO',yes,other
'처형','NNG',no,other
'았','EP',no,other
'다','EF',no,other
'.','SF',no,other
'조선','NNP',no,other
'불교','NNG',no,other
'중앙','NNG',no,other
'교무원','NNG',no,other
'(','SS',no,other
'朝鮮佛敎中央敎務院','SH',no,other
')','SS',no,other
'은','JX',yes,other
'일제','NNG',no,other
'강점기','NNG',no,other
'의','JKG',yes,other
'불교','NNG',no,other
'계','XSN',yes,other
'중앙','NNG',no,other
'기관','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'조선','NNP',no,other
'문학','NNG',no,other
'예술','NNG',no,other
'총동맹','NNG',no,other
'(','SS',no,other
'朝鮮文學藝術總同盟','SH',no,other
')','SS',no,other
'은','JX',yes,other
'조선','NNG',no,other
'민주','NNG',no,other
'주의','NNG',no,other
'인민','NNG',no,other
'공화국','NNG',no,other
'의','JKG',yes,other
'예술','NNG',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'조직','NNG',no,other
'체','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대북','NNG',no,other
'포용','NNG',no,other
'정책','NNG',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'이른바','MAG',no,other
'햇볕','NNG',no,other
'정책','NNG',no,other
'도','JX',yes,other
'정부','NNG',no,other
'출범','NNG',no,other
'직후','NNG',no,other
'부터','JX',yes,other
'추진되','NNG+XSV',yes,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'이문주','NNP',no,other
'(','SS',no,other
'李文主','SH',no,other
',','SP',no,other
'1884','SN',no,other
'년','NNB',no,other
'~','SO',no,other
'1945','SN',no,other
'년','NNB',no,other
'6','SN',no,other
'월','NNB',no,other
')','SS',no,other
'는','JX',yes,other
'한국','NNP',no,other
'의','JKG',yes,other
'장로','NNG',no,other
'교','NNG',no,other
'목사','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'SN','SL',no,other
'2005','SN',no,other
'ap','SL',no,other
'는','JX',yes,other
'극도','NNG',no,other
'로','JKB',yes,other
'강력','NNG',no,other
'하','XSA',yes,other
'ㄴ','ETM',no,other
'II','SL',no,other
'형','XSN',yes,other
'초','XPN',no,other
'신성','NNG',no,other
'이','VCP',no,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'메르브','NNP',no,other
'는','JX',yes,other
'아케메네스','NNP',no,other
'왕조','NNG',no,other
'의','JKG',yes,other
'마르기아나','NNP',no,other
'총독령','NNG',no,other
'이','VCP',no,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'벤','NNG',no,other
'10','SN',no,other
'(','SS',no,other
')','SS',no,other
'은','JX',yes,other
'카툰','NNP',no,other
'네트워크','NNG',no,other
'에서','JKB',yes,other
'방영','NNG',no,other
'중','NNB',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'만화','NNG',no,other
'들','XSN',yes,other
'중','NNB',no,other
'하나','NR',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'트래직','NNG',no,other
'템플','NNP',no,other
'(','SS',no,other
'Tragic','SL',no,other
'Temple','SL',no,other
')','SS',no,other
'은','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'힙합','NNG',no,other
'그룹','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'노팅힐','NNP',no,other
'은','JX',yes,other
'영화','NNG',no,other
'장소','NNG',no,other
'로','JKB',yes,other
'인기','NNG',no,other
'가','JKS',yes,other
'높','VA',no,other
'아서','EC',no,other
'여러','MM',no,other
'번','NNB',no,other
'촬영하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'제작','NNG',no,other
'자','XSN',yes,other
'가','JKS',yes,other
'있','VV',no,relation
'다','EF',no,other
'.','SF',no,other
'남자','NNG',no,other
'친구','NNG',no,other
'는','JX',yes,other
'연애','NNG',no,other
'관계','NNG',no,other
'에','JKB',yes,other
'있','VV',no,relation
'는','ETM',no,other
'남성','NNG',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'친구','NNG',no,other
'를','JKO',yes,other
'말하','NNG+XSV',yes,relation
'ㄴ다','EF',no,other
'.','SF',no,other
'요즈음','NNG',no,other
'에','JKB',yes,other
'는','JX',yes,other
'사이','NNG',no,other
'안화','NNG',no,other
'수소','NNG',no,other
'가','JKS',yes,other
'세','MM',no,other
'가지','NNB',no,other
'방법','NNG',no,other
'으로','JKB',yes,other
'대량','NNG',no,other
'으로','JKB',yes,other
'제조되','NNG+XSV',yes,relation
'ㄴ다','EF',no,other
'.','SF',no,other
'본관','NNG',no,other
'은','JX',yes,other
'남평','NNP',no,other
',','SP',no,other
'호','NNG',no,other
'는','JX',yes,other
'덕암','NNP',no,other
'(','SS',no,other
'德巖','SH',no,other
')','SS',no,other
'이','VCP',no,relation
'고','EC',no,other
',','SP',no,other
'경상북','NNG',no,other
'도','JX',yes,other
'영덕','NNP',no,other
'태생','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'덧붙이','VV',no,other
'어','EC',no,other
'오사카라','NNP',no,other
'는','JX',yes,other
'지명','NNG',no,other
'은','JX',yes,other
'1498','SN',no,other
'년','NNB',no,other
'부터','JX',yes,other
'나타나','VV',no,relation
'기','ETN',no,other
'시작하','NNG+XSV',yes,relation
'았','EP',no,other
'다','EF',no,other
'.','SF',no,other
'국','NNG',no,other
'도','JX',yes,other
'제','XPN',no,other
'1','SN',no,other
'호','NNB',no,other
'선','NNG',no,other
'의','JKG',yes,other
'일부','NNG',no,other
'구간','NNG',no,other
'은','JX',yes,other
'조선','NNG',no,other
'시대','NNG',no,other
'부터','JX',yes,other
'주요','NNG',no,other
'도로','NNG',no,other
'로','JKB',yes,other
'이용되','NNG+XSV',yes,relation
'고','EC',no,other
'있','VX',no,other
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'이토','NNP',no,other
'시즈카','NNG',no,other
'(','SS',no,other
',','SP',no,other
'1980','SN',no,other
'년','NNB',no,other
'12','SN',no,other
'월','NNB',no,other
'5','SN',no,other
'일','NNB',no,other
'~','SO',no,other
')','SS',no,other
'는','JX',yes,other
'일본','NNP',no,other
'의','JKG',yes,other
'여성','NNG',no,other
'성우','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'iGoogle','SL',no,other
'은','JX',yes,other
'2013','SN',no,other
'년','NNB',no,other
'11','SN',no,other
'월','NNB',no,other
'1','SN',no,other
'일','NNB',no,other
'에','JKB',yes,other
'종료되','NNG+XSV',yes,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'지족','NNG',no,other
'(','SS',no,other
'침신','NNP',no,other
'대','NNG',no,other
')','SS',no,other
'역','NNG',no,other
'(','SS',no,other
'智足','SH',no,other
'(','SS',no,other
'浸神大','SH',no,other
')','SS',no,other
'驛','SH',no,other
')','SS',no,other
'은','JX',yes,other
'대한민국','NNP',no,other
'대전','NNP',no,other
'광역','NNG',no,other
'시','NNG',no,other
'유성','NNP',no,other
'구','NNG',no,other
'지족','NNP',no,other
'동','NNG',no,other
'에','JKB',yes,other
'있','VV',no,relation
'는','ETM',no,other
'대전','NNP',no,other
'도시','NNG',no,other
'철도','NNG',no,other
'1','SN',no,other
'호','NNB',no,other
'선','NNG',no,other
'의','JKG',yes,other
'지하철','NNG',no,other
'역','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'코','NNP',no,other
'는','JX',yes,other
'주먹','NNG',no,other
'코','NNG',no,other
'이','VCP',no,relation
'며','EC',no,other
'코','NNG',no,other
'밑','NNG',no,other
'에','JKB',yes,other
'콧','NNG',no,other
'수염','NNG',no,other
'이','JKS',yes,other
'나','VV',no,relation
'아','EC',no,other
'있','VX',no,other
'다','EF',no,other
'.','SF',no,other
'인도네시아','NNP',no,other
'공산','NNG',no,other
'당','NNG',no,other
'(','SS',no,other
')','SS',no,other
'은','JX',yes,other
'사리카트','NNG',no,other
'이슬람','NNG',no,other
'(','SS',no,other
'이슬람','NNP',no,other
'연합','NNG',no,other
')','SS',no,other
'운동','NNG',no,other
'이','JKS',yes,other
'정치','NNG',no,other
'운동','NNG',no,other
'으로','JKB',yes,other
'발전','NNG',no,other
',','SP',no,other
'1920','SN',no,other
'년','NNB',no,other
'결성되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'인도네시아','NNP',no,other
'의','JKG',yes,other
'공산','NNG',no,other
'당','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'《','SS',no,other
'동사','NNG',no,other
'강목','NNG',no,other
'(','SS',no,other
'東史綱目','SH',no,other
')','SS',no,other
'》','SS',no,other
'은','JX',yes,other
'조선','NNP',no,other
'영조','NNG',no,other
'(','SS',no,other
'英祖','SH',no,other
')','SS',no,other
'32','SN',no,other
'년','NNB',no,other
'(','SS',no,other
'1756','SN',no,other
'년','NNB',no,other
')','SS',no,other
'에','JKB',yes,other
'안정복','NNP',no,other
'(','SS',no,other
'安鼎福','SH',no,other
')','SS',no,other
'이','JKS',yes,other
'저술하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'강목','NNG',no,other
'체','XSN',yes,other
'·','SW',no,other
'편년','NNG',no,other
'체','XSN',yes,other
'역사서','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'PNPN','SL',no,other
'의','JKG',yes,other
'4','SN',no,other
